Brand,Model,Year,Title,BodyType,Doors,Seats,Kilometres,FuelType,Transmission,DriveType,Cylinders,EngineLiters,Fuel100KM,UsedOrNew,Color,City,State,Price
Ford,Falcon,2010,2010 Ford Falcon XT,Sedan,4,5,178889.0,Unleaded,Automatic,Rear,6.0,4.0,10.1,USED,Blue,Mordialloc,VIC,8999.0
Toyota,RAV4,2020,2020 Toyota RAV4 GXL (2WD),SUV,5,5,40395.0,Unleaded,Automatic,Front,4.0,2.0,6.5,USED,White,Keysborough,VIC,44970.0
Volkswagen,Tiguan,2021,2021 Volkswagen Tiguan 162 TSI R-Line,SUV,4,5,44120.0,Premium,Automatic,AWD,4.0,2.0,8.5,USED,Grey,Mornington,VIC,58990.0
Kia,Cerato,2020,2020 Kia Cerato S,Sedan,4,5,52898.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Grey,Hoppers Crossing,VIC,25490.0
Peugeot,407,2005,2005 Peugeot 407 ST Executive,Sedan,4,5,162170.0,Premium,Manual,Front,4.0,2.2,12.9,USED,Blue,Archerfield,QLD,7990.0
Ford,Falcon,2003,2003 Ford Falcon Futura,Sedan,4,5,112694.0,Unleaded,Automatic,Rear,6.0,4.0,11.5,USED,Red,Mordialloc,VIC,7499.0
Mitsubishi,Triton,2018,2018 Mitsubishi Triton GLX,Ute / Tray,2,2,85274.0,Diesel,Automatic,Rear,4.0,2.4,7.3,USED,White,Oakleigh,VIC,30850.0
Ford,Ranger,2018,2018 Ford Ranger XLT 3.2 (4X4),Ute / Tray,4,4,89111.0,Diesel,Automatic,4WD,5.0,3.2,8.7,USED,Black,Kedron,QLD,45498.0
Kia,Cerato,2020,2020 Kia Cerato S,Sedan,4,5,52844.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Hoppers Crossing,VIC,25490.0
Mitsubishi,Outlander,2017,2017 Mitsubishi Outlander LS (4X2),SUV,4,7,14171.0,Unleaded,Automatic,Front,4.0,2.0,6.6,USED,White,SOUTH MELBOURNE,VIC,30950.0
Hyundai,Tucson,2017,2017 Hyundai Tucson Highlander (awd),SUV,4,5,89564.0,Diesel,Automatic,AWD,4.0,2.0,6.8,USED,,Oakleigh,VIC,27888.0
Kia,Cerato,2022,2022 Kia Cerato S,Hatchback,5,5,12421.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Red,Hoppers Crossing,VIC,29990.0
Kia,Cerato,2020,2020 Kia Cerato S,Sedan,4,5,51232.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Hoppers Crossing,VIC,25490.0
Mitsubishi,ASX,2019,2019 Mitsubishi ASX ES (2WD),SUV,4,5,72887.0,Unleaded,Automatic,Front,4.0,2.0,7.6,USED,Grey,Springwood,QLD,23499.0
Nissan,Qashqai,2019,2019 Nissan Qashqai TI,SUV,4,5,41828.0,Unleaded,Automatic,Front,4.0,2.0,6.9,USED,White,Albion,QLD,33950.0
Honda,CR-V,2013,2013 Honda CR-V VTI-S (4X4),SUV,4,5,126861.0,Unleaded,Automatic,4WD,4.0,2.4,8.7,USED,Blue,Albion,QLD,18881.0
Nissan,X-Trail,2014,2014 Nissan X-Trail ST-L (fwd),SUV,4,5,93689.0,Unleaded,Automatic,Front,4.0,2.5,7.9,USED,White,Pinkenba,QLD,21990.0
Peugeot,2008,2013,2013 Peugeot 2008 Allure,SUV,4,5,69042.0,Premium,Manual,Front,4.0,1.6,5.9,USED,White,Hoppers Crossing,VIC,14990.0
Toyota,Corolla,2007,2007 Toyota Corolla Ascent Seca,Hatchback,5,5,154427.0,Unleaded,Manual,Front,4.0,1.8,7.4,USED,Silver,Laverton North,VIC,9499.0
Ford,Territory,2011,2011 Ford Territory TX (4X4),SUV,4,5,105993.0,Diesel,Automatic,AWD,6.0,2.7,8.8,USED,Silver,Toowoomba,QLD,17990.0
Hyundai,Sonata,2019,2019 Hyundai Sonata Active,Sedan,4,5,125697.0,Unleaded,Automatic,Front,4.0,2.4,8.3,USED,Silver,Kedron,QLD,19498.0
Hyundai,I30,2023,2023 Hyundai I30 N Premium With Sunroof,Sedan,4,5,20.0,Premium,Automatic,Front,4.0,2.0,8.2,NEW,White,Indooroopilly,QLD,54573.0
Kia,Cerato,2021,2021 Kia Cerato S,Hatchback,5,5,13424.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Hoppers Crossing,VIC,29990.0
BMW,118I,2021,2021 BMW 118I M Sport,Hatchback,5,5,9090.0,Premium,Automatic,Front,3.0,1.5,5.9,USED,White,Oakleigh,VIC,48995.0
Lexus,NX300H,2019,2019 Lexus NX300H Luxury Hybrid (awd),SUV,4,5,36019.0,Hybrid,Automatic,AWD,4.0,2.5,5.7,USED,Silver,MELBOURNE,VIC,56880.0
Honda,Jazz,2015,2015 Honda Jazz VTI-S,Hatchback,5,5,36500.0,Unleaded,Automatic,Front,4.0,1.5,5.8,USED,White,Moorabbin,VIC,19990.0
Mitsubishi,Triton,2012,2012 Mitsubishi Triton GLX,Ute / Tray,2,3,183512.0,Diesel,Automatic,Rear,4.0,2.5,9.1,USED,White,Loganholme,QLD,16995.0
Nissan,Navara,2012,2012 Nissan Navara ST (4X4),Ute / Tray,4,5,264835.0,Diesel,Manual,4WD,4.0,2.5,9.8,USED,Red,Williamstown,VIC,13999.0
Isuzu,D-MAX,2019,2019 Isuzu D-MAX SX HI-Ride (4X2),Ute / Tray,2,4,94559.0,Diesel,Automatic,Rear,4.0,3.0,7.5,USED,Silver,Frankston,VIC,35970.0
Mitsubishi,ASX,2013,2013 Mitsubishi ASX (2WD),SUV,4,5,184515.0,Unleaded,Automatic,Front,4.0,2.0,7.9,USED,White,Carrum Downs,VIC,13999.0
Nissan,Patrol,2022,2022 Nissan Patrol TI-L (4X4),SUV,4,7,17194.0,Premium,Automatic,4WD,8.0,5.6,14.4,USED,Blue,Hoppers Crossing,VIC,109990.0
Kia,Sportage,2018,2018 Kia Sportage SI Premium (awd),SUV,4,5,147446.0,Diesel,Automatic,AWD,4.0,2.0,6.4,USED,White,Kedron,QLD,23998.0
Audi,SQ5,2013,2013 Audi SQ5 3.0 TDI Quattro,SUV,5,5,94683.0,Diesel,Automatic,AWD,6.0,3.0,6.8,USED,Black,Hendra,QLD,31538.0
Kia,Stonic,2021,2021 Kia Stonic S,SUV,4,5,34082.0,Unleaded,Automatic,Front,4.0,1.4,6.7,USED,White,Kedron,QLD,23998.0
Holden,Commodore,2016,2016 Holden Commodore Evoke,Sedan,4,5,124517.0,Unleaded,Automatic,Rear,6.0,3.0,8.3,USED,White,Rocklea,QLD,21940.0
Ford,Territory,2011,2011 Ford Territory TX (rwd),SUV,4,5,175452.0,Diesel,Automatic,Rear,6.0,2.7,8.2,USED,Silver,Springwood,QLD,9999.0
Toyota,RAV4,2021,2021 Toyota RAV4 GX (2WD) Hybrid,SUV,5,5,60118.0,Hybrid,Automatic,Front,4.0,2.5,4.7,USED,White,Eagle Farm,QLD,46990.0
Kia,Cerato,2021,2021 Kia Cerato S,Sedan,4,5,19795.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Nundah,QLD,27990.0
Kia,Cerato,2019,2019 Kia Cerato S (AV),Hatchback,5,5,73963.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Frankston,VIC,23888.0
Ford,Ranger,2015,2015 Ford Ranger XL 3.2 (4X4),Ute / Tray,4,4,271216.0,Diesel,Manual,4WD,5.0,3.2,8.9,USED,White,Hoppers Crossing,VIC,26990.0
Volkswagen,Polo,2013,2013 Volkswagen Polo 66 TDI Comfortline,Hatchback,5,5,82695.0,Diesel,Automatic,Front,4.0,1.6,4.6,USED,Grey,Greenslopes,QLD,14990.0
Kia,Cerato,2020,2020 Kia Cerato S,Sedan,4,5,50695.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Red,Hoppers Crossing,VIC,25490.0
Honda,Accord,2013,2013 Honda Accord VTI-L,Sedan,4,5,199912.0,Unleaded,Automatic,Front,4.0,2.4,8.1,USED,White,Braybrook,VIC,16799.0
Toyota,Yaris,2019,2019 Toyota Yaris Ascent,Hatchback,5,5,32752.0,Unleaded,Automatic,Front,4.0,1.3,6.4,USED,Orange,Morningside,QLD,20790.0
Hyundai,I30,2019,2019 Hyundai I30 Active,Hatchback,4,5,31617.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Blue,Essendon Fields,VIC,26990.0
Toyota,HiAce,2006,2006 Toyota HiAce Commuter,People Mover,3,14,409321.0,Diesel,Manual,Rear,4.0,3.0,9.3,USED,White,Rocklea,QLD,14999.0
Mazda,3,2008,2008 Mazda 3 NEO Sport,Sedan,4,5,210137.0,Unleaded,Automatic,Front,4.0,2.0,8.4,USED,Red,Mordialloc,VIC,7999.0
Holden,Barina,2011,2011 Holden Barina,Sedan,4,5,94820.0,Unleaded,Manual,Front,4.0,1.6,7.2,USED,Red,Carrum Downs,VIC,6999.0
Mitsubishi,Triton,2019,2019 Mitsubishi Triton GLS (4X4),Ute / Tray,4,5,101306.0,Diesel,Automatic,4WD,4.0,2.4,8.6,USED,White,Ravenhall,VIC,43990.0
Kia,Cerato,2020,2020 Kia Cerato S,Sedan,4,5,53374.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Hoppers Crossing,VIC,25490.0
Mazda,CX-7,2011,2011 Mazda CX-7 Luxury Sports (4X4),SUV,4,5,271134.0,Unleaded,Automatic,AWD,4.0,2.3,11.5,USED,White,Nundah,QLD,12990.0
Holden,Trax,2013,2013 Holden Trax LTZ,SUV,4,5,216315.0,Unleaded,Automatic,Front,4.0,1.8,7.6,USED,White,Loganholme,QLD,12995.0
Mitsubishi,ASX,2020,2020 Mitsubishi ASX ES (2WD),SUV,4,5,46082.0,Unleaded,Automatic,Front,4.0,2.0,7.6,USED,White,Hastings,VIC,28990.0
Hyundai,I30,2018,2018 Hyundai I30 SR,Hatchback,4,5,28561.0,Unleaded,Automatic,Front,4.0,1.6,7.5,USED,Grey,Pinkenba,QLD,28990.0
Holden,Colorado,2017,2017 Holden Colorado LTZ (4X4),Ute / Tray,4,5,99905.0,Diesel,Automatic,4WD,4.0,2.8,9.1,USED,White,Ravenhall,VIC,41990.0
BMW,X3,2006,2006 BMW X3 2.5I,SUV,4,5,167860.0,Premium,Automatic,4WD,6.0,2.5,17.1,USED,Silver,Braybrook,VIC,12499.0
Toyota,Yaris,2022,2022 Toyota Yaris SX,Hatchback,5,5,31600.0,Unleaded,Automatic,Front,3.0,1.5,4.9,USED,Silver,Kedron,QLD,35990.0
Kia,Carnival,2020,2020 Kia Carnival S,Wagon,4,8,56793.0,Unleaded,Automatic,Front,6.0,3.3,10.8,USED,Silver,Hoppers Crossing,VIC,38990.0
Great,Wall,2013,2013 Great Wall X200 (4X4),SUV,4,5,201113.0,Diesel,Automatic,4WD,4.0,2.0,9.2,USED,Silver,Loganholme,QLD,11995.0
Volkswagen,Caddy,2008,2008 Volkswagen Caddy Maxi,Commercial,5,2,249709.0,Diesel,Automatic,Front,4.0,1.9,6.7,USED,Silver,Braybrook,VIC,13988.0
Volkswagen,Passat,2013,2013 Volkswagen Passat 130 TDI Highline,Wagon,4,5,138621.0,Diesel,Automatic,Front,4.0,2.0,5.4,USED,White,Port Melbourne,VIC,16500.0
Mitsubishi,ASX,2019,2019 Mitsubishi ASX ES (2WD),SUV,4,5,88989.0,Unleaded,Automatic,Front,4.0,2.0,7.6,USED,White,Hoppers Crossing,VIC,28990.0
Land,Rover,2015,2015 Land Rover Range Rover Sport 5.0 V8 SC HSE Dynamic,SUV,4,5,92721.0,Premium,Automatic,AWD,8.0,5.0,13.8,USED,White,Murarrie,QLD,74900.0
Porsche,Macan,2014,2014 Porsche Macan Turbo,SUV,4,5,92611.0,Premium,Automatic,AWD,6.0,3.6,8.9,USED,White,Port Melbourne,VIC,69990.0
Mercedes-Benz,A45,2013,2013 Mercedes-Benz A45 AMG,Hatchback,5,5,116359.0,Premium,Automatic,AWD,4.0,2.0,6.9,USED,White,Albion,QLD,34888.0
Hyundai,Elantra,2014,2014 Hyundai Elantra Premium,Sedan,4,5,132201.0,Unleaded,Automatic,Front,4.0,1.8,7.1,USED,Blue,Rocklea,QLD,11999.0
Mazda,CX-9,2017,2017 Mazda CX-9 Azami (awd),SUV,4,7,93228.0,Unleaded,Automatic,AWD,4.0,2.5,8.8,USED,Red,Essendon Fields,VIC,38990.0
Volkswagen,Jetta,2012,2012 Volkswagen Jetta 147 TSI Highline,Sedan,4,5,127800.0,Premium,Automatic,Front,4.0,2.0,7.9,USED,Grey,Thornlands,QLD,10995.0
Mitsubishi,Triton,2012,2012 Mitsubishi Triton GL,Ute / Tray,2,3,113885.0,Unleaded,Manual,Rear,4.0,2.4,10.9,USED,White,Capalaba,QLD,16888.0
Jeep,Compass,2022,2022 Jeep Compass Night Eagle (fwd),SUV,4,5,12880.0,Unleaded,Automatic,Front,4.0,2.4,7.9,USED,Red,Hoppers Crossing,VIC,39990.0
Mitsubishi,Outlander,2019,2019 Mitsubishi Outlander ES 7 Seat (awd),SUV,4,7,69908.0,Unleaded,Automatic,AWD,4.0,2.4,7.2,USED,Silver,Elsternwick,VIC,31950.0
Nissan,Navara,2007,2007 Nissan Navara ST-X (4X4),Ute / Tray,4,5,265147.0,Diesel,Automatic,4WD,4.0,2.5,10.5,USED,Black,Braybrook,VIC,12988.0
BMW,X3,2017,2017 BMW X3 Xdrive 30I,SUV,4,5,70069.0,Premium,Automatic,4WD,4.0,2.0,7.6,USED,Grey,Eagle Farm,QLD,47990.0
Toyota,Corolla,2013,2013 Toyota Corolla Ascent Sport,Hatchback,5,5,122097.0,Unleaded,Automatic,Front,4.0,1.8,6.6,USED,Blue,Point Cook,VIC,16999.0
Hyundai,I30,2022,2022 Hyundai I30 N Premium With Sunroof,Sedan,4,5,5900.0,Premium,Manual,Front,4.0,2.0,8.2,USED,Blue,Port Melbourne,VIC,44980.0
Hyundai,Kona,2017,2017 Hyundai Kona Active AWD,SUV,4,5,156025.0,Unleaded,Automatic,AWD,4.0,1.6,6.7,USED,Grey,Pinkenba,QLD,20990.0
Toyota,Hilux,2019,2019 Toyota Hilux Rogue (4X4),Ute / Tray,4,5,40440.0,Diesel,Automatic,4WD,4.0,2.8,8.5,USED,White,Mount Gravatt,QLD,66990.0
Jeep,Wrangler,2015,2015 Jeep Wrangler Renegade Sport (4X4),SUV,2,4,77325.0,Unleaded,Manual,4WD,6.0,3.6,11.4,USED,White,Woodridge,QLD,35990.0
Toyota,Corolla,2006,2006 Toyota Corolla Ascent,Sedan,4,5,103279.0,Unleaded,Manual,Front,4.0,1.8,7.4,USED,Red,Hamilton,QLD,6999.0
Mazda,CX-3,2015,2015 Mazda CX-3 NEO (fwd),SUV,4,5,94051.0,Unleaded,Automatic,Front,4.0,2.0,6.1,USED,Silver,Morningside,QLD,20390.0
Kia,Cerato,2022,2022 Kia Cerato S,Sedan,4,5,11721.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Hoppers Crossing,VIC,31990.0
Hyundai,Santa,2022,2022 Hyundai Santa FE Highlander Crdi (awd),SUV,4,7,6715.0,Diesel,Automatic,AWD,4.0,2.2,6.1,USED,White,Kedron,QLD,65880.0
Mitsubishi,Lancer,2011,2011 Mitsubishi Lancer SX Sportback,Hatchback,5,5,98543.0,Unleaded,Automatic,Front,4.0,2.0,8.3,USED,Grey,Point Cook,VIC,9999.0
GWM,Haval,2022,2022 GWM Haval H6GT LUX (2WD),SUV,4,5,391.0,Unleaded,Automatic,Front,4.0,2.0,7.5,DEMO,White,Hillcrest,QLD,38798.0
Hyundai,Santa,2023,2023 Hyundai Santa FE Active Crdi (awd),SUV,4,7,11.0,Diesel,Automatic,AWD,4.0,2.2,6.1,NEW,White,Hillcrest,QLD,58231.0
Holden,Commodore,2011,2011 Holden Commodore Omega,Wagon,4,5,361347.0,Unleaded,Automatic,Rear,6.0,3.0,8.9,USED,Red,Ravenhall,VIC,7999.0
Volvo,XC60,2019,2019 Volvo XC60 T5 Momentum,SUV,4,5,64721.0,Premium,Automatic,AWD,4.0,2.0,7.8,USED,Black,Hendra,QLD,47980.0
Mercedes-Benz,GLA180,2016,2016 Mercedes-Benz GLA180,SUV,4,5,94145.0,Premium,Automatic,Front,4.0,1.6,5.7,USED,White,Albion,QLD,29888.0
Skoda,Kodiaq,2017,2017 Skoda Kodiaq 132 TSI (4X4),SUV,4,7,120941.0,Premium,Automatic,4WD,4.0,2.0,7.6,USED,Black,Hendra,QLD,27990.0
Mitsubishi,Triton,2019,2019 Mitsubishi Triton GLX Plus (4X4),Ute / Tray,4,5,71732.0,Diesel,Manual,4WD,4.0,2.4,7.9,USED,Grey,Sunbury,VIC,40980.0
Mitsubishi,Outlander,2019,2019 Mitsubishi Outlander LS 7 Seat (awd),SUV,4,7,71000.0,Unleaded,Automatic,AWD,4.0,2.4,7.2,USED,White,Port Melbourne,VIC,31450.0
Hyundai,I30,2020,2020 Hyundai I30 Active,Hatchback,4,5,24561.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Black,Essendon Fields,VIC,26990.0
Mitsubishi,Outlander,2022,2022 Mitsubishi Outlander Aspire 7 Seat (2WD),SUV,4,7,13516.0,Unleaded,Automatic,Front,4.0,2.5,7.7,USED,Silver,Elsternwick,VIC,49950.0
Hyundai,Santa,2014,2014 Hyundai Santa FE Highlander Crdi (4X4),SUV,4,7,52464.0,Diesel,Automatic,AWD,4.0,2.2,7.3,USED,Silver,Seaford,VIC,29490.0
Kia,Cerato,2019,2019 Kia Cerato S (AV),Hatchback,5,5,79233.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Frankston,VIC,21000.0
Nissan,Pulsar,2004,2004 Nissan Pulsar ST,Sedan,4,5,215000.0,Unleaded,Automatic,Front,4.0,1.8,7.9,USED,,Greenslopes,QLD,5900.0
Nissan,Tiida,2008,2008 Nissan Tiida ST,Hatchback,5,5,128791.0,Unleaded,Manual,Front,4.0,1.8,7.6,USED,White,Kedron,QLD,7990.0
Mitsubishi,ASX,2017,2017 Mitsubishi ASX LS (2WD),SUV,4,5,138589.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Slacks Creek,QLD,19990.0
GWM,Haval,2023,2023 GWM Haval Jolion Premium,SUV,4,5,9.0,Premium,Automatic,Front,4.0,1.5,8.1,NEW,Black,Kedron,QLD,28985.0
Jeep,Wrangler,2007,2007 Jeep Wrangler Sport (4X4),SUV,2,4,209278.0,Unleaded,Manual,4WD,6.0,3.8,11.5,USED,Black,Mordialloc,VIC,17999.0
Mitsubishi,ASX,2020,2020 Mitsubishi ASX LS (2WD),SUV,4,5,54500.0,Unleaded,Automatic,Front,4.0,2.0,7.6,USED,White,Morningside,QLD,26990.0
GWM,Haval,2023,2023 GWM Haval Jolion Premium,SUV,4,5,14.0,Premium,Automatic,Front,4.0,1.5,8.1,DEMO,White,Kedron,QLD,28490.0
Nissan,Dualis,2011,2011 Nissan Dualis TI (4X4),SUV,4,5,202257.0,Unleaded,Manual,AWD,4.0,2.0,8.3,USED,White,Mordialloc,VIC,9499.0
Toyota,Kluger,2017,2017 Toyota Kluger Grande (4X4),SUV,4,7,70925.0,Unleaded,Automatic,AWD,6.0,3.5,9.5,USED,White,Indooroopilly,QLD,46380.0
Volkswagen,Tiguan,2019,2019 Volkswagen Tiguan Allspace 162 TSI Highline,SUV,4,7,22140.0,Premium,Automatic,AWD,4.0,2.0,8.3,USED,Grey,Eagle Farm,QLD,50470.0
Mazda,CX-5,2022,2022 Mazda CX-5 Touring (awd),SUV,4,5,12139.0,Unleaded,Automatic,AWD,4.0,2.5,7.5,USED,White,Brighton,VIC,44990.0
Toyota,Hilux,2021,2021 Toyota Hilux Workmate (4X2),Ute / Tray,2,2,54016.0,Unleaded,Automatic,Front,4.0,2.7,10.9,USED,White,Hoppers Crossing,VIC,37990.0
Renault,Koleos,2023,2023 Renault Koleos Intens (4X2),SUV,4,5,22.0,Unleaded,Automatic,Front,4.0,2.5,8.1,NEW,White,Seaford,VIC,50820.0
Kia,Carnival,2020,2020 Kia Carnival S,Wagon,4,8,45098.0,Unleaded,Automatic,Front,6.0,3.3,10.8,USED,Grey,Hoppers Crossing,VIC,38990.0
Hyundai,I30,2020,2020 Hyundai I30 Active,Hatchback,4,5,60101.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Blue,Sunbury,VIC,25980.0
Toyota,Landcruiser,2006,2006 Toyota Landcruiser Prado GXL (4X4),SUV,4,8,332659.0,Diesel,Automatic,4WD,4.0,3.0,12.6,USED,Silver,Rocklea,QLD,14999.0
BMW,330I,2021,2021 BMW 330I M Sport,Sedan,4,5,26871.0,Premium,Automatic,Rear,4.0,2.0,6.4,USED,Blue,Hendra,QLD,61998.0
Kia,Soul,2014,2014 Kia Soul SI,Hatchback,4,5,72798.0,Unleaded,Automatic,Front,4.0,2.0,8.4,USED,Silver,Springwood,QLD,17988.0
Mitsubishi,ASX,2018,2018 Mitsubishi ASX Black Edition (2WD),SUV,4,5,83521.0,Unleaded,Automatic,Front,4.0,2.0,7.6,USED,Grey,Acacia Ridge,QLD,24890.0
Mazda,CX-9,2018,2018 Mazda CX-9 Azami (awd),SUV,4,7,69485.0,Unleaded,Automatic,AWD,4.0,2.5,8.8,USED,Brown,Hoppers Crossing,VIC,47990.0
Mazda,CX-5,2018,2018 Mazda CX-5 Maxx Sport (4X2),SUV,4,5,44043.0,Unleaded,Automatic,Front,4.0,2.0,6.9,USED,Blue,Hastings,VIC,33888.0
Nissan,Qashqai,2019,2019 Nissan Qashqai ST (5YR),SUV,4,5,63562.0,Unleaded,Automatic,Front,4.0,2.0,6.9,USED,White,Moorabbin,VIC,26490.0
Nissan,Pathfinder,2015,2015 Nissan Pathfinder ST (4X2),SUV,4,7,91255.0,Premium,Automatic,Front,6.0,3.5,9.9,USED,White,Brooklyn,VIC,24479.0
Toyota,Camry,2001,2001 Toyota Camry Conquest,Sedan,4,5,185630.0,Unleaded,Automatic,Front,6.0,3.0,11.5,USED,White,Altona North,VIC,5999.0
Mercedes-Benz,C200,2013,2013 Mercedes-Benz C200 Avantgarde BE,Sedan,4,5,105221.0,Premium,Automatic,Rear,4.0,1.8,6.8,USED,White,Albion,QLD,17888.0
Mazda,CX-5,2020,2020 Mazda CX-5 Touring (4X4),SUV,4,5,13349.0,Unleaded,Automatic,AWD,4.0,2.5,7.5,USED,Red,Albion,QLD,37950.0
Ford,Kuga,2013,2013 Ford Kuga Trend (awd),SUV,4,5,69032.0,Diesel,Automatic,AWD,4.0,2.0,6.3,USED,Green,Toowoomba City,QLD,21900.0
Toyota,Prius,2005,2005 Toyota Prius Hybrid,Hatchback,5,5,200030.0,Hybrid,Automatic,Front,4.0,1.5,4.4,USED,Silver,West Footscray,VIC,12999.0
GWM,UTE,2021,2021 GWM UTE Cannon-X (4X4),Ute / Tray,4,5,41114.0,Diesel,Automatic,4WD,4.0,2.0,9.4,USED,White,Kedron,QLD,35990.0
GWM,Haval,2022,2022 GWM Haval H6GT LUX (2WD),SUV,4,5,20.0,Unleaded,Automatic,Front,4.0,2.0,7.5,NEW,Grey,Springwood,QLD,41485.0
BMW,X4,2014,2014 BMW X4 Xdrive 20I,SUV,5,5,105012.0,Premium,Automatic,AWD,4.0,2.0,7.3,USED,Silver,Laverton North,VIC,32999.0
Mazda,3,2012,2012 Mazda 3 NEO,Sedan,4,5,181070.0,Unleaded,Automatic,Front,4.0,2.0,8.2,USED,White,Slacks Creek,QLD,12990.0
Holden,Commodore,2014,2014 Holden Commodore SV6,Sedan,4,5,208033.0,Unleaded,Automatic,Rear,6.0,3.6,9.5,USED,,Avondale Heights,VIC,20999.0
Hyundai,I20,2014,2014 Hyundai I20 Active,Hatchback,3,5,178545.0,Unleaded,Automatic,Front,4.0,1.4,5.9,USED,White,Rocklea,QLD,10505.0
Holden,Cruze,2011,2011 Holden Cruze SRI,Hatchback,5,5,148711.0,Unleaded,Automatic,Front,4.0,1.4,6.9,USED,Black,Slacks Creek,QLD,11990.0
Hyundai,I30,2014,2014 Hyundai I30 Tourer Active 1.6 GDI,Wagon,4,5,104439.0,Unleaded,Automatic,Front,4.0,1.6,6.9,USED,Silver,Pinkenba,QLD,16990.0
GWM,Haval,2023,2023 GWM Haval H6 Ultra,SUV,4,5,644.0,Premium,Automatic,Front,4.0,2.0,9.8,DEMO,White,Hillcrest,QLD,38920.0
Mazda,3,2015,2015 Mazda 3 Touring,Sedan,4,5,90364.0,Unleaded,Automatic,Front,4.0,2.0,5.7,USED,White,Maidstone,VIC,19990.0
Volkswagen,Amarok,2021,2021 Volkswagen Amarok TDI580 W580S 4Motion,Ute / Tray,4,5,28925.0,Diesel,Automatic,4WD,6.0,3.0,9.5,USED,Black,Toowoomba City,QLD,71995.0
Holden,Colorado,2013,2013 Holden Colorado LTZ (4X4),Ute / Tray,4,5,159220.0,Diesel,Automatic,4WD,4.0,2.8,9.1,USED,White,Slacks Creek,QLD,27990.0
Subaru,Tribeca,2013,2013 Subaru Tribeca 3.6R Premium (7 Seat),SUV,4,7,88000.0,Unleaded,Automatic,AWD,6.0,3.6,11.6,USED,,Greenslopes,QLD,16600.0
Kia,Sorento,2015,2015 Kia Sorento Platinum (4X4),SUV,4,7,82177.0,Diesel,Automatic,AWD,4.0,2.2,7.8,USED,White,Rocklea,QLD,32135.0
Land,Rover,2021,2021 Land Rover Range Rover Evoque P200 R-Dynamic S (147KW),SUV,4,5,18027.0,Premium,Automatic,AWD,4.0,2.0,8.1,USED,White,Mansfield,QLD,79800.0
Holden,Commodore,2016,2016 Holden Commodore SV6 Reserve Edition,Wagon,4,5,118199.0,Unleaded,Automatic,Rear,6.0,3.6,9.8,USED,White,Elsternwick,VIC,29990.0
Toyota,Echo,2002,2002 Toyota Echo,Hatchback,3,5,125211.0,Unleaded,Automatic,Front,4.0,1.3,6.7,USED,Silver,Holland Park West,QLD,6990.0
Holden,Cruze,2016,2016 Holden Cruze SRI Z-Series,Sedan,4,5,124889.0,Unleaded,Automatic,Front,4.0,1.6,7.9,USED,Blue,Port Melbourne,VIC,14980.0
Toyota,Camry,2013,2013 Toyota Camry Altise,Sedan,4,5,167190.0,Unleaded,Automatic,Front,4.0,2.5,7.8,USED,White,West Footscray,VIC,16990.0
Hyundai,I30,2020,2020 Hyundai I30,Hatchback,4,5,53544.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Blue,Mornington,VIC,25900.0
Toyota,Aurion,2011,2011 Toyota Aurion AT-X,Sedan,4,5,162969.0,Unleaded,Automatic,Front,6.0,3.5,9.9,USED,Silver,Brooklyn,VIC,11999.0
Hyundai,I30,2012,2012 Hyundai I30 Active 1.6 Crdi,Hatchback,5,5,199499.0,Diesel,Automatic,Front,4.0,1.6,5.6,USED,Blue,Gatton,QLD,13990.0
Kia,Sorento,2009,2009 Kia Sorento LX,SUV,4,5,253390.0,Diesel,Manual,4WD,4.0,2.5,8.5,USED,Grey,Altona North,VIC,7999.0
MG,HS,2021,2021 MG HS Essence Anfield Edition,SUV,4,5,14060.0,Unleaded,Automatic,Front,4.0,1.5,7.3,USED,White,Kedron,QLD,34990.0
Land,Rover,2015,2015 Land Rover Range Rover Sport 3.0 SDV6 Autobiography,SUV,4,5,145000.0,Diesel,Automatic,AWD,6.0,3.0,7.5,USED,Black,South Melbourne,VIC,59950.0
Hyundai,I30,2014,2014 Hyundai I30 Premium,Hatchback,5,5,83257.0,Unleaded,Automatic,Front,4.0,1.8,7.1,USED,White,Ravenhall,VIC,19970.0
Kia,Sorento,2013,2013 Kia Sorento Platinum (4X4),SUV,4,7,204052.0,Diesel,Automatic,AWD,4.0,2.2,7.3,USED,,Avondale Heights,VIC,19999.0
