Year,Kilometres,Cylinders,EngineLiters,Fuel100KM,FuelType_Diesel,FuelType_Hybrid,FuelType_LPG,FuelType_Premium,FuelType_Unleaded,Transmission_Automatic,Transmission_Manual,DriveType_AWD,DriveType_Front,DriveType_Other,DriveType_Rear
2015,0.577450703122146,4.0,2.0,7.8,1,0,0,0,0,0,1,0,0,0,0
2020,0.425476340919078,4.0,2.0,6.2,0,0,0,0,1,1,0,0,1,0,0
2022,0.0104305435105116,4.0,1.4,7.7,0,0,0,1,0,1,0,0,1,0,0
2022,0.189266828962062,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2015,0.3882835672111006,4.0,2.0,7.1,0,0,0,1,0,1,0,0,0,0,1
2016,0.4783455082593832,4.0,1.3,6.3,0,0,0,0,1,1,0,0,1,0,0
2005,0.7802146091119517,4.0,2.0,8.9,0,0,0,0,1,1,0,0,1,0,0
2012,0.8212498125839229,4.0,2.0,5.4,1,0,0,0,0,1,0,0,0,0,1
2016,0.679841907077884,4.0,2.8,9.1,1,0,0,0,0,1,0,0,0,0,0
2012,0.673958288249358,4.0,1.6,5.7,0,0,0,1,0,0,1,0,0,0,1
2012,0.7489114952544911,6.0,3.6,9.4,0,0,0,1,0,1,0,0,0,0,1
2021,0.2160389461093818,4.0,2.5,6.8,0,0,0,1,0,1,0,0,1,0,0
2020,0.358062546254396,5.0,3.2,8.9,1,0,0,0,0,1,0,0,0,0,0
2020,0.5787309915243298,4.0,3.0,7.7,1,0,0,0,0,1,0,0,0,0,1
2017,0.736916533546336,4.0,1.4,6.9,0,0,0,0,1,1,0,0,1,0,0
2012,0.5820479976418537,4.0,2.0,8.5,0,0,0,0,1,1,0,0,1,0,0
2012,0.8741754361589636,4.0,2.4,9.5,1,0,0,0,0,0,1,0,0,0,1
2004,0.7738413632972353,4.0,1.8,7.8,0,0,0,0,1,1,0,0,1,0,0
2021,0.3040452304855827,4.0,2.5,4.8,0,1,0,0,0,1,0,1,0,0,0
2020,0.4347288496703804,4.0,2.4,7.2,0,0,0,0,1,1,0,0,1,0,0
2016,0.4837860344468625,5.0,3.2,8.9,1,0,0,0,0,0,1,0,0,0,0
2021,0.4382346961121412,4.0,2.0,5.4,0,1,0,0,0,1,0,1,0,0,0
2012,0.6586146569765365,4.0,2.0,7.9,0,0,0,1,0,1,0,0,1,0,0
2013,0.73147977052115,4.0,1.8,6.9,0,0,0,0,1,1,0,0,1,0,0
2017,0.7129368456085694,5.0,3.2,8.3,1,0,0,0,0,0,1,0,0,0,0
2017,0.6304197965059272,4.0,2.0,5.3,1,0,0,0,0,1,0,0,1,0,0
2013,0.6104833608654118,4.0,2.0,8.7,0,0,0,1,0,1,0,0,1,0,0
2015,0.5715808219742653,8.0,6.0,11.8,0,0,0,1,0,1,0,0,0,0,1
2013,0.9674168751655214,6.0,2.7,8.8,1,0,0,0,0,1,0,1,0,0,0
2019,0.4894172179094023,4.0,2.0,7.2,0,0,0,0,1,1,0,0,1,0,0
2011,0.8542859668823001,4.0,2.4,8.8,0,0,0,0,1,1,0,0,1,0,0
2009,0.7845833268381899,4.0,2.9,8.5,1,0,0,0,0,1,0,0,1,0,0
2018,0.4892442998706883,6.0,3.5,10.1,0,0,0,1,0,1,0,0,0,0,0
2017,0.4915837746713944,4.0,1.4,5.8,0,0,0,1,0,0,1,0,1,0,0
2006,0.8324178400712083,4.0,2.3,8.9,0,0,0,1,0,1,0,0,1,0,0
2022,0.0667602854566536,4.0,2.4,8.6,1,0,0,0,0,1,0,0,0,0,0
2007,0.7566302808069094,4.0,1.8,7.4,0,0,0,0,1,0,1,0,1,0,0
2018,0.527422883914616,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2018,0.2460311268601206,4.0,2.4,7.9,0,0,0,0,1,1,0,0,1,0,0
2020,0.4510381149735381,4.0,2.2,6.5,1,0,0,0,0,1,0,0,1,0,0
2017,0.8599096854897871,4.0,2.4,7.3,1,0,0,0,0,1,0,0,0,0,1
2020,0.3934604940834975,4.0,2.5,4.2,0,1,0,0,0,1,0,0,1,0,0
2018,0.5409676166604834,4.0,2.0,7.4,0,0,0,1,0,1,0,0,1,0,0
2023,0.0065932440856379,4.0,2.2,8.6,1,0,0,0,0,1,0,0,0,0,0
2022,0.0925329245395084,4.0,2.5,7.5,0,0,0,0,1,1,0,1,0,0,0
2010,0.7034955398268771,4.0,2.0,8.2,0,0,0,0,1,1,0,0,1,0,0
2019,0.750145534418955,5.0,3.2,8.2,1,0,0,0,0,1,0,0,0,0,0
2016,0.4188449660325024,4.0,1.8,7.8,0,0,0,1,0,1,0,0,1,0,0
2016,0.5755877917703337,6.0,3.6,9.8,0,0,0,0,1,0,1,0,0,0,1
2023,0.0042838389473943,4.0,2.5,7.5,0,0,0,0,1,1,0,0,1,0,0
2023,0.0080865782477949,4.0,2.5,8.4,0,0,0,0,1,1,0,0,1,0,0
2023,0.0027705026230676,4.0,2.0,9.4,1,0,0,0,0,1,0,0,0,0,0
2018,0.527490147240704,4.0,2.8,9.1,1,0,0,0,0,1,0,0,0,0,0
2019,0.5354864268333193,4.0,2.0,7.2,0,0,0,0,1,1,0,0,1,0,0
2016,0.5009752173092052,6.0,3.0,7.2,1,0,0,0,0,1,0,1,0,0,0
2023,0.0322503367304728,4.0,1.5,6.4,0,0,0,0,1,0,1,1,0,0,0
2013,0.5577343893390684,4.0,1.8,6.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.5918650279797749,4.0,1.4,6.7,0,0,0,0,1,1,0,0,1,0,0
2023,0.0855417827336087,4.0,2.5,6.6,0,0,0,0,1,1,0,0,1,0,0
2008,0.7156963281875867,4.0,1.5,6.7,0,0,0,0,1,1,0,0,1,0,0
2013,0.7243941766527415,5.0,3.2,9.4,1,0,0,0,0,0,1,0,0,0,0
2014,0.4832679170730769,6.0,2.5,9.3,0,0,0,1,0,1,0,0,0,0,1
2016,0.6387860958533337,4.0,2.0,6.3,0,0,0,1,0,1,0,1,0,0,0
2017,0.5847696066708913,4.0,2.0,4.7,1,0,0,0,0,1,0,0,1,0,0
2014,0.4544789143194511,4.0,2.0,7.1,0,0,0,1,0,1,0,0,0,0,1
2019,0.7142627596065015,4.0,2.0,7.7,1,0,0,0,0,1,0,0,1,0,0
2019,0.628602247576663,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,0
2011,0.9347436824424996,4.0,1.6,5.3,1,0,0,0,0,0,1,0,1,0,0
2022,0.2353088434735417,4.0,2.2,6.5,1,0,0,0,0,1,0,0,1,0,0
2019,0.6136248958436662,4.0,2.0,8.8,0,0,0,0,1,1,0,0,0,0,1
2010,0.6979627811573177,6.0,3.6,10.3,0,0,0,0,1,1,0,0,0,0,1
2017,0.4840973321537123,4.0,2.4,7.7,1,0,0,0,0,0,1,0,0,0,0
2017,0.7921618201573275,4.0,2.0,6.4,0,0,0,0,1,1,0,0,1,0,0
2019,0.3885331430952577,4.0,2.0,7.2,0,0,0,0,1,1,0,0,1,0,0
2007,0.9559196075486712,6.0,3.0,10.5,1,0,0,0,0,1,0,1,0,0,0
2021,0.3103300411412174,4.0,2.0,6.5,0,0,0,0,1,1,0,0,1,0,0
2019,0.2825798912431579,6.0,3.5,9.5,0,0,0,0,1,1,0,1,0,0,0
2020,0.4193635456262713,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2016,0.6195032687063122,4.0,2.5,6.6,0,0,0,0,1,1,0,0,1,0,0
2021,0.2170627103348124,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2008,0.915508178800322,4.0,3.0,8.8,1,0,0,0,0,1,0,0,0,0,1
2022,0.0042838389473943,4.0,1.5,6.7,0,0,0,1,0,1,0,0,1,0,0
2016,0.4262774508152924,4.0,2.0,6.8,0,0,0,0,1,1,0,1,0,0,0
2012,0.8878758103497555,4.0,1.8,7.4,0,0,0,0,1,1,0,0,1,0,0
2018,0.4219024211853941,4.0,2.0,7.4,0,0,0,1,0,1,0,1,0,0,0
2007,0.6449644888367013,8.0,6.0,14.4,0,0,0,1,0,1,0,0,0,0,1
2019,0.56582154824241,4.0,2.0,10.9,0,0,0,1,0,1,0,0,0,0,0
2014,0.6820271749126958,4.0,1.8,6.6,0,0,0,0,1,1,0,0,1,0,0
2016,0.5989588496285743,5.0,3.2,8.8,1,0,0,0,0,1,0,0,0,0,0
2016,0.5510008525085652,6.0,3.0,7.3,1,0,0,0,0,1,0,1,0,0,0
2014,0.7688418959495307,3.0,1.2,6.5,0,0,0,0,1,1,0,0,1,0,0
2021,0.5044572295727876,4.0,2.4,8.6,1,0,0,0,0,1,0,0,0,0,0
2017,0.8085702597864821,4.0,2.0,8.3,1,0,0,0,0,1,0,0,0,0,0
2019,0.4603000097372793,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2015,0.5546945646465723,4.0,1.4,7.3,0,0,0,1,0,1,0,0,1,0,0
2006,0.9623203225106114,4.0,3.0,9.6,1,0,0,0,0,0,1,0,0,0,0
2012,0.6026540127237948,4.0,2.4,9.1,0,0,0,0,1,0,1,0,1,0,0
2020,0.1461499130200467,4.0,2.8,8.2,1,0,0,0,0,1,0,0,0,0,1
2015,0.634105229405299,4.0,1.8,6.6,0,0,0,1,0,1,0,1,0,0,0
2019,0.4867507949667966,6.0,3.5,9.9,0,0,0,1,0,1,0,0,1,0,0
2013,0.8170388705584667,5.0,3.2,9.2,1,0,0,0,0,1,0,0,0,0,0
2018,0.4040782206372384,6.0,3.0,7.1,0,0,0,1,0,1,0,0,0,0,1
2018,0.4197399157723707,6.0,3.0,5.8,1,0,0,0,0,1,0,1,0,0,0
2018,0.4785825982390473,3.0,1.5,6.3,0,0,0,1,0,1,0,0,1,0,0
2016,0.5796304165390349,4.0,2.0,6.4,0,0,0,1,0,1,0,0,1,0,0
2019,0.5697515560838182,4.0,2.3,6.5,1,0,0,0,0,0,1,0,0,0,0
2014,0.7066443287433509,4.0,2.8,8.8,1,0,0,0,0,1,0,0,0,0,1
2010,0.7518857492278257,4.0,2.0,7.9,0,0,0,0,1,0,1,0,1,0,0
2017,0.5171405690868033,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,0
2020,0.4626353322465036,4.0,2.0,7.2,0,0,0,0,1,1,0,0,1,0,0
2017,0.5393420776685383,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,0
2012,0.7685347238924465,4.0,1.4,6.4,0,0,0,0,1,1,0,0,1,0,0
2018,0.5126725993953121,4.0,2.5,7.8,0,0,0,0,1,1,0,0,1,0,0
2016,0.6400960316490715,4.0,1.6,6.3,0,0,0,1,0,1,0,0,1,0,0
2018,0.5427810660652621,4.0,2.0,4.8,1,0,0,0,0,1,0,0,1,0,0
2017,0.6788010105882908,5.0,3.2,8.5,1,0,0,0,0,1,0,1,0,0,0
2010,0.4674912986261902,8.0,6.2,15.2,0,0,0,1,0,0,1,0,0,0,1
2011,0.7486787619061839,8.0,4.5,10.3,1,0,0,0,0,1,0,0,0,0,0
2023,0.0306998324914917,4.0,2.4,9.5,0,0,0,1,0,0,1,0,0,0,1
2015,0.5976157640719517,4.0,2.0,6.9,0,0,0,1,0,1,0,1,0,0,0
2014,0.4830506990961402,4.0,1.8,7.1,0,0,0,0,1,1,0,0,1,0,0
2008,0.8174173948761336,4.0,1.8,8.2,0,0,0,1,0,1,0,0,0,0,1
2019,0.3756840951408287,6.0,3.3,10.2,0,0,0,0,1,1,0,0,0,0,1
2015,0.6491017908152156,4.0,2.0,6.4,0,0,0,1,0,1,0,0,0,0,1
2016,0.4889917272976234,4.0,2.0,5.8,0,0,0,0,1,0,1,0,1,0,0
2017,0.8479268946374068,4.0,2.4,7.7,1,0,0,0,0,0,1,0,0,0,1
2019,0.2796212381625903,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2011,0.8396022342294042,6.0,3.6,10.2,0,0,0,0,1,0,1,0,0,0,1
2009,0.8695396422187983,4.0,2.0,7.9,0,0,0,0,1,0,1,0,1,0,0
2017,0.6162039158538881,4.0,2.4,9.4,0,0,0,0,1,1,0,1,0,0,0
2013,0.7281024213229829,4.0,1.5,6.3,0,0,0,0,1,1,0,0,1,0,0
2014,0.8635239043287419,4.0,2.0,7.6,0,0,0,0,1,1,0,0,1,0,0
2013,0.6472158158692972,4.0,1.6,6.1,0,0,0,0,1,0,1,0,1,0,0
2015,0.8142465637917874,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2015,0.6243258632989185,4.0,1.4,5.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.5454803968424977,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2019,0.3737356091308813,4.0,2.0,6.3,0,0,0,1,0,1,0,1,0,0,0
2020,0.4741500347072447,4.0,2.5,8.1,0,0,0,0,1,1,0,0,1,0,0
2017,0.5524538750592768,4.0,1.2,6.4,0,0,0,1,0,1,0,0,1,0,0
2020,0.3840818859818469,4.0,2.0,7.5,0,0,0,1,0,1,0,1,0,0,0
2017,0.5256934467603407,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2012,0.8522481211086568,4.0,2.2,8.1,1,0,0,0,0,0,1,0,0,0,0
2017,0.4347600705730305,4.0,2.0,5.9,0,0,0,0,1,0,1,0,1,0,0
2016,0.5134567874745005,4.0,1.6,4.7,1,0,0,0,0,1,0,0,0,0,1
2019,0.4593528922697747,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2010,0.8050064208955499,4.0,2.4,8.9,0,0,0,1,0,1,0,0,1,0,0
2021,0.378032159987281,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2016,0.5404961002476669,4.0,2.0,7.8,0,0,0,1,0,0,1,0,0,0,1
2018,0.4536875372904377,4.0,1.8,4.1,0,1,0,0,0,1,0,0,1,0,0
2012,0.9482842917089456,6.0,3.5,10.9,0,0,0,0,1,1,0,0,1,0,0
2010,0.7642911629389847,4.0,2.5,9.4,0,0,0,0,1,1,0,0,1,0,0
2023,0.0071801416727758,4.0,2.5,8.1,0,0,0,0,0,1,0,0,1,0,0
2018,0.5238775439025273,4.0,2.0,7.6,0,0,0,1,0,1,0,0,1,0,0
2017,0.516777650963145,4.0,2.0,7.5,0,0,0,1,0,1,0,1,0,0,0
2011,0.7082500701238023,4.0,2.5,9.3,0,0,0,0,1,1,0,1,0,0,0
2010,0.837200481834558,4.0,2.0,7.5,1,0,0,0,0,1,0,1,0,0,0
2018,0.4948462037164721,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2022,0.2439798290447148,4.0,2.0,8.8,0,0,0,1,0,1,0,1,0,0,0
2014,0.6431027053606081,4.0,2.0,7.1,0,0,0,1,0,1,0,0,0,0,1
2017,0.3251400464134782,8.0,5.0,12.6,0,0,0,1,0,1,0,0,0,0,1
2018,0.6438841240918622,4.0,2.5,8.3,0,0,0,0,1,1,0,0,0,0,0
2004,0.9310330043506037,6.0,3.5,11.2,0,0,0,1,0,1,0,0,1,0,0
2011,0.6231035382453335,4.0,2.0,7.2,0,0,0,0,1,0,1,0,1,0,0
2017,0.577774694832125,4.0,2.0,7.1,0,0,0,0,1,1,0,0,1,0,0
2022,0.0071801416727758,4.0,1.4,6.2,0,0,0,1,0,1,0,1,0,0,0
2016,0.7265415952623513,4.0,2.2,7.8,1,0,0,0,0,1,0,1,0,0,0
2019,0.3259787928172769,6.0,3.5,9.4,0,0,0,1,0,1,0,0,0,0,1
2009,0.801463918278581,4.0,2.0,8.5,0,0,0,1,0,1,0,1,0,0,0
2020,0.3105941386643368,4.0,2.3,6.4,1,0,0,0,0,0,1,0,1,0,0
2015,0.5037460094603908,4.0,2.2,7.7,1,0,0,0,0,1,0,0,1,0,0
2018,0.6821699786420867,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2016,0.9452240965383436,4.0,2.0,6.6,0,0,0,0,1,1,0,0,1,0,0
2018,0.6466049774095626,4.0,2.8,8.1,1,0,0,0,0,1,0,0,0,0,1
2016,0.5972125178341342,4.0,2.0,7.1,0,0,0,0,1,1,0,1,0,0,0
2012,0.941918465473962,6.0,3.0,7.9,0,0,0,1,0,1,0,0,0,0,1
2018,0.5664859301975643,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2009,0.6872955708725718,4.0,1.5,6.8,0,0,0,0,1,1,0,0,1,0,0
2010,0.5952458738473428,8.0,6.2,15.2,0,0,0,1,0,0,1,0,0,0,1
2007,0.8335274153885607,4.0,2.4,9.6,0,0,0,0,1,1,0,0,0,0,0
2018,0.6632503279107327,6.0,3.0,7.8,1,0,0,0,0,1,0,0,0,0,0
2006,0.8806834341691101,4.0,2.4,9.5,0,0,0,0,1,1,0,0,1,0,0
2020,0.5106968115504268,4.0,2.5,4.8,0,1,0,0,0,1,0,1,0,0,0
2018,0.6391335753944664,4.0,1.6,6.6,1,0,0,0,0,0,1,0,1,0,0
2017,0.3712360401513737,4.0,2.0,7.3,0,0,0,1,0,1,0,1,0,0,0
2021,0.2446258053184913,4.0,1.6,6.9,0,0,0,0,1,0,1,0,1,0,0
2015,0.535221431419125,4.0,2.0,8.5,0,0,0,0,1,1,0,0,1,0,0
2022,0.222573311380692,4.0,1.5,5.6,0,0,0,1,0,1,0,0,1,0,0
2020,0.4560425938682841,4.0,2.4,7.2,0,0,0,0,1,1,0,1,0,0,0
2017,0.337745851562807,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.6223549016356158,4.0,2.5,4.2,0,1,0,0,0,1,0,0,1,0,0
2021,0.2453259929208879,4.0,1.8,6.9,0,0,0,0,1,1,0,0,1,0,0
2001,0.7922885553668009,6.0,3.0,11.5,0,0,0,0,1,1,0,0,1,0,0
2014,0.6159306588012923,4.0,2.3,5.8,1,0,0,0,0,1,0,0,0,0,0
2011,0.673182638357079,4.0,2.1,6.3,1,0,0,0,0,1,0,0,0,0,1
2021,0.3557619207815476,4.0,1.8,4.2,0,1,0,0,0,1,0,0,1,0,0
2017,0.5835548661506397,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2015,0.5474574227170913,4.0,1.2,5.1,0,0,0,1,0,1,0,0,1,0,0
2009,0.9055280383359928,6.0,4.0,10.5,0,0,0,0,1,1,0,0,0,0,1
2023,0.0841768693558285,4.0,1.4,7.2,0,0,0,1,0,1,0,0,1,0,0
2020,0.4163115231084922,4.0,1.8,4.4,0,1,0,0,0,1,0,0,1,0,0
2018,0.4101089027333015,6.0,3.5,9.1,0,0,0,0,1,1,0,0,1,0,0
2018,0.5685336447184436,4.0,2.0,6.6,0,0,0,1,0,1,0,1,0,0,0
2020,0.3938146657557737,4.0,2.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2015,0.554024853985153,4.0,1.5,5.2,1,0,0,0,0,0,1,0,1,0,0
2023,0.0734330121234516,4.0,2.0,6.8,0,0,0,1,0,1,0,0,1,0,0
2022,0.0037217813903303,4.0,1.2,4.8,0,0,0,0,1,1,0,0,1,0,0
2002,0.8180635403403849,4.0,2.5,10.1,0,0,0,0,1,1,0,1,0,0,0
2019,0.5394766872189009,5.0,3.2,8.9,1,0,0,0,0,1,0,0,0,0,0
2013,0.8098372483412482,4.0,2.5,7.8,0,0,0,0,1,1,0,0,1,0,0
2020,0.301199011939098,4.0,2.5,4.8,0,1,0,0,0,1,0,1,0,0,0
2017,0.3475040395270357,4.0,2.3,8.1,0,0,0,1,0,0,1,1,0,0,0
2020,0.4084236516991098,4.0,2.7,10.4,0,0,0,0,1,1,0,0,0,0,1
2015,0.7229620283537637,4.0,2.4,7.2,1,0,0,0,0,0,1,0,0,0,0
2012,0.6392283089906025,4.0,1.6,6.7,0,0,0,0,1,1,0,0,1,0,0
2015,0.7084490455232065,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2018,0.4580376261079784,6.0,3.0,7.5,1,0,0,0,0,1,0,0,0,0,0
2014,0.9011333908162088,4.0,2.5,8.1,0,0,0,0,1,1,0,1,0,0,0
2017,0.3478472099588279,4.0,2.0,7.1,0,0,0,0,1,1,0,0,1,0,0
2007,0.950412882744492,4.0,3.2,10.5,1,0,0,0,0,1,0,0,0,0,0
2006,0.8801014214586858,4.0,1.3,6.5,0,0,0,0,1,1,0,0,1,0,0
2013,0.8982539105420875,4.0,2.8,7.8,1,0,0,0,0,0,1,0,0,0,1
2020,0.4590539706285312,4.0,2.0,6.7,0,0,0,1,0,1,0,1,0,0,0
2013,0.392629938400546,4.0,1.8,6.1,0,0,0,1,0,0,1,0,1,0,0
2018,0.2833237002641373,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2015,0.4856124236332594,4.0,1.5,6.4,0,0,0,1,0,1,0,0,0,0,1
2013,0.7512191548590202,4.0,1.6,6.8,0,0,0,0,1,0,1,0,1,0,0
2021,0.3351707320785705,3.0,1.0,5.4,0,0,0,1,0,1,0,0,1,0,0
2022,0.2116339129908697,4.0,1.4,6.7,0,0,0,0,1,1,0,0,1,0,0
2018,0.4190719252334113,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2015,0.6114617017089308,4.0,2.0,9.2,0,0,0,1,0,0,1,1,0,0,0
2019,0.4311112334548398,4.0,1.4,5.4,0,0,0,1,0,1,0,0,1,0,0
2023,0.044590212911154,4.0,2.4,1.9,0,0,0,0,0,1,0,1,0,0,0
2007,0.6924259675557453,4.0,2.0,8.2,0,0,0,1,0,1,0,0,1,0,0
2021,0.2268915925521799,3.0,1.3,7.3,0,0,0,0,1,1,0,0,1,0,0
2017,0.4248295474537578,4.0,2.5,6.1,0,0,0,0,1,1,0,0,1,0,0
2008,0.9174821349370804,4.0,1.9,6.7,1,0,0,0,0,1,0,0,1,0,0
2009,0.5847033098461365,6.0,2.5,9.3,0,0,0,1,0,1,0,0,0,0,1
2010,0.7992084543845069,6.0,4.0,10.1,0,0,0,0,1,1,0,0,0,0,1
2023,0.0065932440856379,4.0,1.3,6.1,0,0,0,1,0,1,0,0,1,0,0
2013,0.7024451209094925,4.0,2.0,7.7,0,0,0,0,1,0,1,0,1,0,0
2019,0.5421056427355421,4.0,2.4,6.8,0,0,0,0,1,1,0,0,1,0,0
2012,0.6445028205943136,4.0,2.0,8.2,0,0,0,0,1,1,0,0,1,0,0
2018,0.6975995514439277,4.0,1.4,5.3,0,0,0,1,0,1,0,0,1,0,0
2014,0.8185171654744914,3.0,1.2,4.9,0,0,0,0,1,1,0,0,1,0,0
2023,0.0050501770822211,3.0,1.3,7.3,0,0,0,0,0,1,0,0,1,0,0
2014,0.4593787156748316,4.0,1.4,5.3,0,0,0,1,0,1,0,0,1,0,0
2019,0.3533737006044662,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2014,0.6795972824682452,4.0,2.0,6.6,0,0,0,0,1,1,0,0,1,0,0
2014,0.5051540356066009,4.0,2.5,10.4,0,0,0,1,0,0,1,1,0,0,0
2017,0.631193298507552,4.0,2.2,5.7,1,0,0,0,0,1,0,1,0,0,0
2020,0.4229433174135764,4.0,2.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2019,0.2723392418455163,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2023,0.0061801278843698,4.0,1.5,7.1,0,0,0,0,0,1,0,0,1,0,0
2021,0.3775862727874166,4.0,2.5,8.1,0,0,0,0,1,1,0,0,1,0,0
2005,0.7520795944787484,4.0,1.5,6.6,0,0,0,0,1,1,0,0,1,0,0
2016,0.5415197868094742,4.0,2.4,7.6,1,0,0,0,0,1,0,0,0,0,0
2006,0.5794180598734594,4.0,1.8,7.2,0,0,0,0,1,1,0,0,1,0,0
2018,0.4270929225815508,4.0,2.5,8.3,0,0,0,0,1,1,0,0,0,0,0
2016,0.4182201797325224,4.0,2.5,8.3,0,0,0,0,1,1,0,0,0,0,0
2015,0.4103159572482415,4.0,3.0,8.1,1,0,0,0,0,1,0,0,0,0,0
2009,0.9088831340954336,4.0,2.7,11.6,0,0,0,0,1,0,1,0,0,0,1
2020,0.2374073728759527,4.0,2.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2019,0.286482368742891,4.0,2.0,7.2,0,0,0,1,0,1,0,1,0,0,0
2020,0.2837400900615662,4.0,2.5,4.8,0,1,0,0,0,1,0,1,0,0,0
2023,0.0125323558017584,4.0,2.0,9.4,1,0,0,0,0,1,0,0,0,0,0
2016,0.7153212099267956,4.0,1.4,6.9,0,0,0,0,1,1,0,0,1,0,0
2021,0.5911385978834618,6.0,3.5,9.6,0,0,0,0,1,1,0,0,1,0,0
2022,0.0998156875393056,4.0,1.3,6.1,0,0,0,1,0,1,0,0,1,0,0
2022,0.1662237295427931,4.0,1.5,4.9,0,0,0,0,1,0,1,0,1,0,0
2011,0.5042258601273523,4.0,1.8,7.2,0,0,0,0,1,1,0,0,1,0,0
2017,0.5399178405497966,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2014,0.7992042676741695,6.0,3.6,11.8,0,0,1,0,0,1,0,0,0,0,1
2022,0.3150167724524542,4.0,3.0,8.3,1,0,0,0,0,1,0,0,0,0,0
2018,0.3528332337861593,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2022,0.0473442047101995,4.0,1.5,6.7,0,0,0,1,0,1,0,0,1,0,0
2002,0.9459376993467662,5.0,2.5,13.4,0,0,0,0,1,0,1,0,1,0,0
2020,0.3425583488846123,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2019,0.6201495845171283,6.0,3.6,9.1,0,0,0,1,0,1,0,1,0,0,0
2019,0.7153563858200558,4.0,2.0,5.9,1,0,0,0,0,1,0,1,0,0,0
2021,0.4216729913641227,4.0,2.0,9.1,1,0,0,0,0,1,0,0,0,0,0
2019,0.4179277446540538,4.0,2.0,6.7,0,0,0,1,0,1,0,0,0,0,1
2018,0.5870047860272057,4.0,2.3,6.2,1,0,0,0,0,1,0,1,0,0,0
2018,0.4833274594119518,6.0,3.5,9.1,0,0,0,0,1,1,0,0,1,0,0
2018,0.5502099870372626,4.0,2.2,7.2,1,0,0,0,0,1,0,1,0,0,0
2022,0.0037217813903303,4.0,1.5,6.9,0,0,0,0,1,1,0,0,1,0,0
2017,0.519644471451711,4.0,2.0,8.8,0,0,0,1,0,1,0,1,0,0,0
2018,0.6542614614824901,4.0,2.0,6.4,0,0,0,1,0,1,0,0,1,0,0
2010,0.6330962493330373,6.0,3.0,10.4,0,0,0,0,1,1,0,0,0,0,0
2020,0.4246537014226337,4.0,2.2,7.5,1,0,0,0,0,1,0,1,0,0,0
2014,0.6473197296163191,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2014,0.6972120533611674,4.0,1.3,5.7,0,0,0,0,1,0,1,0,1,0,0
2012,0.564968301169787,4.0,2.0,8.2,0,0,0,1,0,1,0,0,1,0,0
2022,0.1209917204473161,3.0,1.0,5.3,0,0,0,1,0,1,0,0,1,0,0
2012,0.7672109206687283,4.0,1.6,6.4,0,0,0,0,1,0,1,0,1,0,0
2022,0.3913807316786486,4.0,3.0,8.3,1,0,0,0,0,1,0,0,0,0,0
2009,0.7354728815834267,4.0,2.5,8.7,0,0,0,1,0,1,0,0,1,0,0
2022,0.2056339166474421,4.0,2.5,8.1,0,0,0,0,1,1,0,1,0,0,0
2021,0.3202844677038505,4.0,2.0,6.8,0,0,0,0,1,1,0,0,1,0,0
2021,0.3214230602037103,3.0,1.0,5.8,0,0,0,1,0,1,0,0,1,0,0
2014,0.6418960013781152,4.0,2.0,7.8,0,0,0,1,0,0,1,0,0,0,1
2023,0.0,4.0,1.5,8.1,0,0,0,1,0,1,0,0,1,0,0
2011,0.6917103484559929,4.0,1.4,6.9,0,0,0,0,1,1,0,0,1,0,0
